filenames,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,labels
Jungfraujoch_m202002291300.jpg,-1.5989387,-1.1684564,0.9871844,2.3520663,2.8868465,0.44433954,0.56451344,4.5314045,-1.5415385,1.6072533,1.8644407,-0.17315397,0.10959619,3.074734,-0.09386471,1.2524874,0.20049551,1.7291666,0.35714775,1.0849475,-1.2777436,0.09558243,0.28795534,-2.32605,0.5463653,0.81516093,-1.4476292,-2.0291052,-3.2117612,-0.55646366,-1.0988774,2.6067038,0
Jungfraujoch_m202003011300.jpg,-2.1192963,0.7858695,6.8140426,-1.0861701,-1.8427014,-0.5388069,-2.2824464,4.5838623,-4.2664466,-3.971515,4.099135,0.8834748,-1.7074473,7.4669275,0.014848538,3.735252,0.86791795,-0.62104845,2.7378516,0.62387085,5.167522,-7.9137754,-0.982957,-3.6326296,-0.24999285,1.5658875,-3.8864303,-4.9438787,-5.321969,1.8833365,-0.03707766,0.27234685,0
Jungfraujoch_m202003021300.jpg,-0.5476151,-0.13872257,0.72585404,0.7433447,-0.27102843,0.8043592,-0.06750092,0.18474361,-0.7353513,-0.28772476,0.58473057,-0.7475853,0.6951983,0.6664285,0.392395,-0.039272815,-0.30195495,-1.0473564,0.34708333,-0.30452222,1.4061472,-0.46134192,0.1033111,-0.28971407,-0.39209643,-0.047804877,0.01839032,0.009845257,-0.93334126,1.0506521,1.1821154,0.72266644,0
Jungfraujoch_m202003031300.jpg,-2.134036,0.6596786,6.391801,-0.8348608,-1.1326692,-0.2912681,-1.4366568,4.5322185,-3.9633598,-3.459468,4.0076895,-0.09729992,-1.1072252,6.9793873,-0.3232776,3.649511,0.729092,-1.1311765,2.15411,0.785716,4.8479433,-6.734612,-1.0129284,-3.6052508,-0.037932567,1.41624,-3.385961,-4.3349566,-5.1446786,1.9081081,0.234128,0.8729917,0
Jungfraujoch_m202003041300.jpg,-1.429072,0.23308049,4.745181,-0.4350435,-0.44309536,0.16040635,-0.5993849,3.6724582,-3.0444877,-1.9537395,3.1457496,-0.32345477,-0.511238,5.3226957,-0.66862565,3.143019,0.4899922,-0.9902585,1.2158464,1.0517888,3.5890326,-4.9507184,-1.3420335,-2.6411822,0.137542,0.82900286,-2.9443438,-3.4265482,-4.123764,0.9155795,0.18971103,1.2621598,0
Jungfraujoch_m202003051300.jpg,-0.13770846,-0.24542883,-1.6016215,1.082488,-0.3910563,0.9868398,-0.2250921,-1.5509034,0.24460912,0.83529276,-0.80706096,-0.40925932,1.1574142,-1.428675,1.3294421,-2.0790563,-0.06829701,-0.17588593,0.047402054,-0.2970539,0.35772324,1.005684,0.94514596,1.2096364,-0.8888073,-0.47595736,1.0483191,1.2195514,0.59441835,0.817192,1.83918,0.34431937,0
Jungfraujoch_m202003061300.jpg,0.17247431,-0.12235708,-0.8025044,0.8047974,-0.7022502,0.9852411,-0.2755661,-1.7431982,0.1996489,0.22862825,-0.617127,-0.27309376,0.97866476,-1.207521,1.1016747,-1.6750928,-0.16994068,-0.4661991,0.3383381,-0.48827755,0.8237382,0.42040795,0.7940763,0.9899493,-1.0502628,-0.117075235,0.78615123,0.9852074,0.502322,0.98134464,1.498387,0.01494951,0
Jungfraujoch_m202003071300.jpg,-1.1517956,-0.31474927,3.104991,0.5456254,0.40479565,0.08002473,-0.306457,3.5461931,-2.2710729,-0.7990734,2.241322,0.034064263,-0.45967644,4.1305504,-0.45523745,2.3044355,0.30427524,-0.004983075,0.8685309,0.7158772,1.7640917,-2.9863863,-1.0576123,-2.1640556,0.25791243,0.5321767,-2.1311834,-2.7570486,-3.3439517,0.22194254,-0.5061686,1.338291,0
Jungfraujoch_m202003081300.jpg,-1.0277072,-0.53687525,2.2293725,0.6604247,0.97074425,0.895146,0.29856446,3.0276744,-2.0820806,0.0790696,2.6017518,-0.28518435,-0.08017677,3.8300717,-0.52892977,1.5923547,0.59746855,0.19593358,0.79134727,0.9403327,1.3467323,-2.4293125,-0.888284,-1.9140209,0.09531164,0.49778372,-2.1579256,-2.452971,-3.3273141,-0.36792207,-0.16673325,1.774011,0
Jungfraujoch_m202003091300.jpg,0.13217394,-0.107820615,-0.98141384,0.87371325,-0.76440907,1.0639874,-0.31624714,-1.937446,0.21851483,0.27741155,-0.7717033,-0.30905744,1.0798227,-1.3913856,1.2957973,-1.9066043,-0.15861243,-0.47528228,0.27790472,-0.49108994,0.8663712,0.557888,0.8904879,1.1322134,-1.1362301,-0.12609875,0.8936327,1.0930628,0.59136355,1.133193,1.7142996,-0.0068822857,0
Jungfraujoch_m202003101300.jpg,0.0109350085,-0.2590561,-0.78407717,0.8985071,-0.46212417,0.98218584,-0.19228789,-1.2032812,0.058212668,0.36924538,-0.48536348,-0.390437,0.9293821,-0.90380454,0.87316656,-1.3869593,-0.13528863,-0.4337602,0.15161146,-0.36366296,0.58532345,0.51563555,0.6690625,0.78481597,-0.8828645,-0.10601656,0.7001212,0.75849944,0.2394297,0.8375001,1.4337707,0.2896111,0
Jungfraujoch_m202003111300.jpg,-1.6919881,0.38094234,5.527463,-0.6433288,-1.0249968,-0.25490147,-1.3649449,4.1316175,-3.5256033,-2.868688,3.4511168,0.30676898,-1.3204012,6.2803335,-0.36113945,3.2262309,0.8273359,-0.5747466,1.9427422,0.8326895,4.0452657,-6.122208,-1.1310129,-3.0915616,-0.08632843,1.2636675,-3.2282124,-4.2024927,-4.6504188,1.3642396,-0.09543453,0.7212838,0
Jungfraujoch_m202003121300.jpg,-1.5319842,-1.4283371,-2.3740392,2.7265885,3.6519713,0.9567951,0.970513,2.851328,-0.65045166,3.2969093,1.507016,-0.41262496,0.8445343,1.2525969,0.6613903,-1.1897603,0.58404547,1.949315,-0.28042936,0.7869473,-2.8625884,2.0888486,1.2385596,-0.8706809,0.39321274,-0.48141998,0.45639813,-0.17045069,-2.2029986,-1.7258731,0.034214363,3.357651,0
Jungfraujoch_m202003131300.jpg,-1.8886249,0.5985138,6.2747335,-0.8723879,-1.4434394,-0.44776788,-1.8606528,4.4276133,-3.965686,-3.4721003,3.8067813,0.7605152,-1.5960928,6.9513316,-0.15421174,3.6116111,0.80176795,-0.46687812,2.4881465,0.6820928,4.6897955,-7.1976986,-1.1029432,-3.4077039,-0.14496157,1.4133132,-3.7007203,-4.6853437,-5.0421195,1.6141334,-0.17873716,0.4019955,0
Jungfraujoch_m202003141300.jpg,0.17242321,-0.1240866,-0.77469707,0.7910069,-0.68690276,0.9700836,-0.26405638,-1.6935806,0.19611031,0.22506352,-0.5883809,-0.27577677,0.962451,-1.1719834,1.0620873,-1.6317542,-0.16928238,-0.45679212,0.34667215,-0.48033077,0.80724823,0.3979281,0.77600753,0.9626194,-1.0285625,-0.11245797,0.76255894,0.9623941,0.4864904,0.9495162,1.4589193,0.02211802,0
Jungfraujoch_m202003151300.jpg,-2.1781178,0.7970168,6.929193,-1.1430873,-1.8942394,-0.54300743,-2.3497334,4.6457276,-4.4106493,-4.0439415,4.243009,0.83479905,-1.7678945,7.5760055,0.011276767,3.7493858,0.90422803,-0.63785684,2.745622,0.62100095,5.2212334,-8.002249,-0.9320872,-3.6906698,-0.3136098,1.7301426,-3.9264183,-5.00045,-5.4650326,1.9655505,-0.009036545,0.3268056,0
Jungfraujoch_m202003161300.jpg,-2.1406448,0.7758151,6.89809,-1.1016871,-1.778979,-0.50121385,-2.201652,4.6509976,-4.3619385,-3.9647472,4.2477674,0.697454,-1.6910877,7.5389767,-0.07862969,3.7702427,0.91186327,-0.6931419,2.6730173,0.67301905,5.2134323,-7.882049,-0.9938847,-3.6847045,-0.28154105,1.6844302,-3.8957345,-4.957369,-5.477185,1.9579201,0.00017154962,0.41883224,0
Jungfraujoch_m202003171300.jpg,-0.5078213,-0.22296464,-0.34602734,0.6231337,0.9174337,0.5280566,0.82719225,2.180716,-1.513388,0.7825978,0.9434485,0.7212606,-0.9138614,1.4338765,-0.26930696,1.0322068,0.27063966,0.42320445,-0.6722471,0.64214456,-0.68610907,-0.7617545,-1.3117002,-0.4730497,0.9275309,0.25171605,-1.2621973,-1.8292832,-2.0905366,-1.8621389,-0.50559855,1.9801159,0
Jungfraujoch_m202003181300.jpg,-0.6866909,0.5121921,1.1690073,-0.05994018,-0.3288501,0.020890836,0.13039589,2.1748788,-1.5345197,-0.6097151,0.9207792,0.6194728,-1.2324378,1.8923941,-0.09385224,1.5817469,0.29156134,-0.18163252,0.2711253,0.24702494,0.5737169,-2.3200812,-1.4466604,-0.81269735,0.83185816,0.14450261,-1.4659195,-1.7621739,-1.921459,-1.073769,-0.450241,0.85242915,0
Jungfraujoch_m202003191300.jpg,-0.60032475,0.40531224,0.98994946,0.056091066,-0.14462128,0.10149413,0.33255896,2.2533867,-1.5183276,-0.452997,0.8176949,0.6490271,-1.2591188,1.8139923,-0.23502058,1.6405628,0.26794896,-0.123927,0.053958334,0.31743276,0.38750586,-2.0528188,-1.6013855,-0.75915074,0.93103576,0.18995133,-1.5069102,-1.8879548,-1.9162352,-1.2235249,-0.54571784,1.0047729,0
Jungfraujoch_m202003201300.jpg,-2.1776972,-1.1802478,-2.4853506,2.6200583,4.5075226,0.9505623,1.5513841,3.6662796,-1.0474926,3.5343184,2.3942914,-0.5818995,0.44338906,1.9089516,1.0743145,-1.5353158,1.114929,2.821049,0.25781775,1.0689216,-3.8009906,1.7444661,2.0065536,-1.6507772,0.6878143,0.47957855,0.38722718,-0.45912194,-3.0988343,-2.2161555,-0.44574195,3.626924,0
Jungfraujoch_m202003211300.jpg,-1.5077642,0.26839203,5.1720085,-0.515749,-0.3921764,0.17603868,-0.52610266,3.964498,-3.369777,-2.279247,3.4719713,-0.36998504,-0.75647664,5.835983,-0.76968914,3.339546,0.6395412,-0.97208464,1.329155,0.999598,3.8747766,-5.2606354,-1.5332875,-2.9533432,0.095528215,1.1185708,-3.1669466,-3.8397582,-4.5381527,1.0382286,-0.00011713058,1.2752135,0
Jungfraujoch_m202003221300.jpg,-1.2857165,0.21623448,4.821007,-0.3776489,-0.19654752,0.11455713,-0.42933428,3.9386456,-3.160619,-2.055612,3.209751,-0.07494627,-0.93099177,5.563592,-0.74037,3.2133179,0.7084054,-0.48518032,1.3746223,1.0414141,3.4778366,-5.07996,-1.651099,-2.7977214,0.12516953,1.0831734,-3.2196407,-3.884631,-4.344748,0.6890584,-0.4800533,1.162138,0
Jungfraujoch_m202003231300.jpg,-0.46384013,0.06727438,0.41093898,0.40776208,0.36579415,0.2759831,0.6621979,2.388997,-1.5440977,0.04230179,0.7812278,0.786327,-1.2284031,1.7387501,-0.42284465,1.5408995,0.28390643,0.20981151,-0.34115243,0.45666647,-0.10515824,-1.4573103,-1.6639533,-0.63165545,1.024883,0.27947727,-1.4781042,-2.1207705,-2.0978742,-1.5248286,-0.67381394,1.4601914,0
Jungfraujoch_m202003241300.jpg,0.07257976,-0.22679353,-0.91781646,0.8947339,-0.50289935,0.96345747,-0.26132166,-1.4244595,0.16634068,0.41924185,-0.5790255,-0.33776438,0.96453434,-1.1051756,0.9832779,-1.5888406,-0.120891176,-0.31851777,0.2224517,-0.4277047,0.5948554,0.5952368,0.74431455,0.92576885,-0.9707039,-0.17557439,0.75650096,0.9243641,0.4064167,0.869938,1.4307336,0.17000678,0
Jungfraujoch_m202003251300.jpg,-1.3102067,-0.6835403,-1.594524,1.0789452,2.5933714,0.8371891,1.4278533,2.4443593,-1.2903938,2.1620057,1.4398708,-0.17102225,-0.22027557,1.296904,0.44312432,-0.4565038,0.6229849,1.2219346,-0.71157974,0.9967531,-2.374577,0.6578914,-0.07852991,-0.7736574,0.916623,0.5363067,-0.44705832,-1.0171556,-2.1582122,-2.4711585,-0.5242059,2.705444,0
Jungfraujoch_m202003261300.jpg,-0.116310365,-0.29062986,0.15192556,1.078026,0.51910496,0.88218546,0.23540722,0.7524516,-0.43961367,0.16907737,0.44113973,-0.7697891,0.7460567,0.66921484,-0.18337853,0.12913881,-0.037902914,-0.27744696,0.47424394,-0.43999818,0.9456841,-0.24584535,-0.12358327,0.12428452,-0.3812182,-0.49459544,0.29740763,0.053318307,-1.140199,0.33830863,0.917048,1.1229072,0
Jungfraujoch_m202003271300.jpg,-1.9487712,0.47944456,5.501853,-0.5111354,-0.647408,0.031942952,-0.69936574,4.224357,-3.4042063,-2.7929747,3.6056492,-1.0989246,-0.53441167,6.00335,-0.7609373,3.2785063,0.59056187,-1.6042647,1.4788092,0.7826163,4.2599883,-5.281168,-1.0476303,-3.2632675,0.050318614,1.1075852,-2.6049318,-3.4185262,-4.570755,1.7982349,0.54951525,1.4205155,0
Jungfraujoch_m202003281300.jpg,-1.7948583,0.45423758,5.7267895,-0.7537055,-0.93361604,-0.076845884,-1.15085,4.231628,-3.7190084,-2.8818073,3.6681967,0.11207526,-1.0756955,6.427617,-0.48513457,3.5501175,0.66041815,-0.92127997,1.8037124,0.90942866,4.311116,-6.242382,-1.2442179,-3.213568,0.044745624,1.2910112,-3.4133768,-4.2607613,-4.7963276,1.3366296,0.14659819,0.95773214,0
Jungfraujoch_m202003291300.jpg,-0.025804143,-0.08346137,0.70525974,0.6242734,-0.6345777,0.7983762,-0.34884652,-0.23899265,-0.60533154,-0.36772075,0.38084188,-0.04996316,0.3924836,0.6338517,0.50406283,-0.2851382,0.057219572,-0.46633688,0.7041338,-0.17377287,1.5387956,-1.1456271,0.03299874,0.02557826,-0.744758,0.024235558,-0.25967145,-0.34143594,-0.8225565,0.79695934,0.9171278,0.30288473,0
Jungfraujoch_m202003301300.jpg,0.12059578,-0.29924738,-0.71079123,1.0652969,-0.37441665,0.98090667,-0.2253855,-1.0461915,-0.027552795,0.46125063,-0.38693616,-0.05007844,0.91541475,-0.6864363,0.887583,-1.178085,-0.17182158,-0.32830948,0.17352942,-0.29730263,0.62844324,0.29952985,0.5286349,0.75698155,-0.8079062,-0.24625635,0.5127984,0.52805686,0.03676125,0.61489046,1.288705,0.4264537,0
Jungfraujoch_m202003311300.jpg,-1.4909828,0.26479626,5.245326,-0.56840146,-0.7365003,-0.16181043,-1.1584151,3.9766967,-3.4396172,-2.4910893,3.3146281,0.3103156,-1.1929859,5.9162464,-0.41287893,3.1532898,0.7036123,-0.39501992,1.667454,0.8324184,3.7992947,-5.7003083,-1.3833213,-2.8457239,-0.0735091,1.2084616,-3.2772937,-4.051152,-4.5129786,1.0571758,-0.340724,0.84175956,0
Jungfraujoch_m202004011300.jpg,-2.079562,0.74070674,6.8976593,-1.1775959,-1.8133268,-0.48142016,-2.2829642,4.5345697,-4.4229417,-3.9720478,4.2856736,0.9095857,-1.7808887,7.5802875,-0.0020645782,3.7203526,0.923352,-0.5536031,2.7230906,0.6741179,5.2265153,-8.029227,-1.019448,-3.6188495,-0.32811415,1.7585858,-4.015528,-5.0877666,-5.503442,1.8661445,-0.08546455,0.31502363,0
Jungfraujoch_m202004021300.jpg,-2.1026797,0.7577827,6.980745,-1.1954238,-1.8111718,-0.48054692,-2.279003,4.590504,-4.484952,-4.0122414,4.351004,0.8832163,-1.7983693,7.6540856,-0.027816646,3.7774103,0.93417716,-0.5810971,2.7283106,0.6848531,5.2872663,-8.081595,-1.0328565,-3.6701179,-0.3332737,1.8011851,-4.058465,-5.130622,-5.5769963,1.8982296,-0.07962152,0.35339588,0
Jungfraujoch_m202004031300.jpg,-2.1171618,0.75714874,7.030486,-1.2092918,-1.8318794,-0.4994805,-2.332807,4.5970197,-4.5139594,-4.048331,4.3788586,0.94979256,-1.8238599,7.7210093,0.01645846,3.7750905,0.93966717,-0.5472867,2.7751136,0.6949685,5.3297024,-8.17099,-1.0164158,-3.6964424,-0.34715855,1.8097847,-4.097911,-5.1852136,-5.6024776,1.9118912,-0.09862289,0.31829163,0
Jungfraujoch_m202004041300.jpg,-2.125112,0.76818705,7.053873,-1.2017481,-1.8118821,-0.488736,-2.2762055,4.6419444,-4.5104985,-4.0376964,4.390516,0.83280176,-1.7806218,7.718214,-0.047129825,3.808161,0.9475421,-0.6170581,2.7328088,0.70706624,5.3409967,-8.126739,-1.0463547,-3.7054543,-0.33048326,1.8016393,-4.073135,-5.1467733,-5.62281,1.925662,-0.06735468,0.3838656,0
Jungfraujoch_m202004051300.jpg,-2.176997,0.79663455,7.2148514,-1.2471212,-1.878413,-0.51571584,-2.363786,4.698805,-4.6084876,-4.1450925,4.4910145,0.86083907,-1.8139526,7.8690205,-0.01789195,3.8514109,0.970167,-0.62781465,2.8013449,0.70544815,5.4592724,-8.304025,-1.0201169,-3.7690377,-0.35688487,1.8711357,-4.145238,-5.236896,-5.7346005,1.9968907,-0.057695568,0.3666844,0
Jungfraujoch_m202004061300.jpg,-2.118898,0.75573426,7.0669312,-1.1898166,-1.743552,-0.45214146,-2.183841,4.6782584,-4.5156355,-3.985567,4.41526,0.71137106,-1.7376226,7.710759,-0.12014089,3.8333979,0.95040196,-0.66509044,2.6703634,0.7374758,5.3485785,-8.046701,-1.1042743,-3.7108378,-0.31898785,1.7973273,-4.073993,-5.1147428,-5.6519566,1.9181896,-0.050716486,0.47433192,0
Jungfraujoch_m202004071300.jpg,-2.1901398,0.80537784,7.294123,-1.2620131,-1.8857796,-0.51506746,-2.369093,4.742373,-4.6541333,-4.180526,4.5439734,0.84173644,-1.8272904,7.94436,-0.03490577,3.882675,0.98751426,-0.6386641,2.8229852,0.71392894,5.524702,-8.370171,-1.0444204,-3.801969,-0.366192,1.8900619,-4.1857295,-5.2760963,-5.7944994,2.0165603,-0.061286103,0.38536662,0
Jungfraujoch_m202004081300.jpg,-2.1740613,0.8120486,7.304517,-1.2738044,-1.908523,-0.5151207,-2.3883138,4.7221594,-4.6601906,-4.2026396,4.545929,0.89844924,-1.8594428,7.9564276,-0.025324218,3.8839655,0.9968566,-0.6113585,2.8513541,0.6987822,5.5335608,-8.416106,-1.0460514,-3.7927825,-0.36815104,1.905988,-4.2126837,-5.3102,-5.802592,2.006626,-0.0812621,0.347926,0
Jungfraujoch_m202004091300.jpg,-2.1722574,0.79965556,7.2940917,-1.2566398,-1.8750081,-0.50295407,-2.3523903,4.7344813,-4.6545644,-4.176411,4.5418777,0.8674966,-1.8429418,7.952217,-0.039957464,3.8878384,0.9895579,-0.6210531,2.8327172,0.71263885,5.5328126,-8.376419,-1.0733074,-3.7969573,-0.36008933,1.8832349,-4.209221,-5.297523,-5.7966146,1.9946703,-0.085161604,0.37547594,0
Jungfraujoch_m202004101300.jpg,-0.70032275,0.5195821,1.0568347,-0.03205218,-0.30523258,0.022214554,0.12080945,2.2267573,-1.5838923,-0.5999633,0.929293,0.78977096,-1.2878792,1.9565973,-0.040840156,1.5497228,0.3277706,-0.075449154,0.29451257,0.29275203,0.54033846,-2.3954852,-1.3931111,-0.8253225,0.8618808,0.15412654,-1.5058936,-1.8872949,-1.9391954,-1.1675361,-0.4571092,0.89759547,0
Jungfraujoch_m202004111300.jpg,-0.7969341,0.57833993,1.3078359,-0.13909967,-0.43391737,-0.030524133,-0.025548194,2.2590873,-1.662483,-0.7774284,1.0218043,0.77410877,-1.3310692,2.1105375,0.049180575,1.5744028,0.3310641,-0.096139565,0.4565503,0.26014152,0.7277018,-2.6444352,-1.3526882,-0.92422837,0.8002759,0.20764676,-1.5828307,-1.9147704,-1.9980929,-1.0221385,-0.44797686,0.7640792,0
Jungfraujoch_m202004121300.jpg,-1.3775096,-0.35048607,-2.3159628,1.1724634,2.5029788,0.62643015,0.8836833,1.6845537,-0.8616372,2.275372,2.0042517,-0.29316476,0.20439884,1.137465,1.0501089,-1.5513175,1.0504866,1.090915,-0.068301246,0.7563618,-2.1759517,0.4358134,1.1202508,-0.75396043,0.40052566,-0.50512475,0.7195798,0.20708889,-1.9741116,-2.2510664,0.18488854,2.8666084,0
Jungfraujoch_m202004131300.jpg,-1.4581978,-0.15828519,4.2970276,0.08128184,0.4403676,0.30452758,-0.07979599,4.1047645,-2.966237,-1.2690238,3.1098065,-0.3895327,-0.5180457,5.3630066,-0.74441063,2.9374592,0.6320992,-0.4675793,0.9469132,1.2828023,2.7911754,-4.073039,-1.4948232,-2.8218455,0.25920558,0.9129043,-2.9787388,-3.5649467,-4.2525773,0.40998596,-0.36387333,1.6939161,0
Jungfraujoch_m202004141300.jpg,-0.79391074,0.6054292,1.2421272,-0.12237592,-0.4292869,-0.062390573,-0.06429285,2.2262173,-1.6469111,-0.73258007,1.0293326,0.79812276,-1.3147372,2.0387468,0.10089694,1.528678,0.31147894,-0.056704752,0.47357678,0.23454094,0.67451596,-2.604051,-1.2796077,-0.893829,0.78346664,0.1795509,-1.5301808,-1.8163563,-1.9744468,-1.0445044,-0.44558406,0.7845441,0
Jungfraujoch_m202004151300.jpg,-0.72624165,0.54301256,1.2230713,-0.06625957,-0.3310549,0.0039814254,0.12383109,2.322434,-1.6652964,-0.67879957,0.9813348,0.7511952,-1.3222293,2.0458283,-0.06472821,1.6540593,0.3176075,-0.07362072,0.32595238,0.30412862,0.60982466,-2.4846401,-1.465722,-0.8961498,0.8651266,0.25977105,-1.618081,-1.969415,-2.0099669,-1.1295768,-0.5475267,0.8728539,0
Jungfraujoch_m202004161300.jpg,-1.3099415,-0.45581424,-0.7037598,0.6623153,1.9140525,0.9143798,1.0980499,2.388402,-1.6778293,1.5664254,1.8582177,-0.17663151,-0.45023453,1.6822749,0.32483643,-0.0028677285,0.54204804,0.9617517,-0.17304134,0.81313485,-1.3345532,-0.3286888,-0.4693668,-0.94968975,0.6472139,0.5568889,-1.109817,-1.1789534,-2.4105897,-2.107699,-0.49702013,2.3845549,0
Jungfraujoch_m202004171300.jpg,-0.7302443,0.038870245,0.24196616,0.417392,0.8134881,0.3674509,0.7009481,2.2690616,-1.6896474,0.50912285,1.1457477,0.47662684,-0.7138756,1.5596428,-0.083017215,1.270949,0.18441327,0.070619,-0.63187385,0.83559215,-0.38770592,-1.096334,-1.1762348,-0.8222054,0.91037875,0.5280697,-1.4550567,-1.7995882,-2.0485106,-1.6040193,-0.59401125,1.919034,0
Jungfraujoch_m202004181300.jpg,-0.5706312,0.082277164,0.22706187,0.49126247,0.6392728,0.20794289,0.69059205,2.5107343,-1.4399881,0.21197458,0.8102717,0.8905104,-1.1778176,1.8056407,-0.18692395,1.3235714,0.4082476,0.55282855,-0.14261927,0.48985937,-0.42575806,-1.4915049,-1.4639177,-0.6592699,1.1190419,0.21785432,-1.4122143,-2.0708904,-2.13812,-1.7910079,-0.8929899,1.4215298,0
Jungfraujoch_m202004191300.jpg,-1.5172871,-0.32075143,-3.6739354,1.5343498,2.9144468,0.8026575,0.6255724,0.9884924,-0.7133148,3.1683166,2.4530866,-0.40974775,0.63336015,0.57771575,1.7707231,-2.914028,1.4458046,1.4696743,0.111370146,0.71067923,-2.6353066,1.1290839,2.2670517,-0.48367164,-0.22229779,-1.0956564,1.6161777,1.398109,-1.9282506,-2.3856733,0.8881155,3.5302002,0
Jungfraujoch_m202004201300.jpg,-0.7363206,-0.08229087,1.5287565,0.45297894,-0.32904065,0.77806956,-0.07311781,0.73241967,-1.1964148,-0.7641975,1.0877483,-0.9853485,0.43792695,1.5238998,0.15221918,0.39347428,-0.13264011,-1.2183213,0.5733412,-0.10827448,2.0324137,-1.2181197,-0.09289294,-0.80864626,-0.45280617,0.19963747,-0.332726,-0.47837314,-1.4613116,1.2795033,1.1566105,0.8549798,0
Jungfraujoch_m202004211300.jpg,-0.9085144,0.031693146,1.9718859,0.5885971,-0.07777647,0.5964337,-0.049325865,1.5494584,-1.3556135,-1.1602068,1.4587489,-1.2959296,0.2870621,2.1396096,-0.29793558,0.81543565,-0.011826964,-1.1768951,0.8857295,-0.52880895,2.2601774,-1.2561339,-0.21893686,-1.143195,-0.3795691,0.09153465,-0.2510057,-0.5399905,-1.9324081,1.3809454,0.9158287,1.1021231,0
Jungfraujoch_m202004221300.jpg,-0.763273,0.65454316,1.0178332,-0.050584093,-0.3620627,-0.14838222,-0.024027526,2.1966188,-1.48477,-0.6687457,0.8996191,0.8519567,-1.3168911,1.9023147,0.16724265,1.4099634,0.36092025,0.012230486,0.48278546,0.21493599,0.49122393,-2.5046685,-1.2131853,-0.83273196,0.8474714,0.02482362,-1.3396238,-1.6901579,-1.85723,-1.1627431,-0.49663925,0.7751438,0
Jungfraujoch_m202004231300.jpg,-2.2134984,0.85137373,7.4939575,-1.3042332,-1.9118282,-0.59053236,-2.4633083,4.863581,-4.689776,-4.2755914,4.61274,0.9636613,-1.88225,8.147812,0.030923784,3.9050353,1.0757738,-0.4818892,3.0020568,0.7544539,5.5952187,-8.684324,-1.0747781,-3.8601785,-0.3637992,1.9241216,-4.355332,-5.4415464,-5.907173,1.952331,-0.24352187,0.29191718,0
Jungfraujoch_m202004241300.jpg,0.1243804,-0.11568765,-0.9975019,0.8790838,-0.7490269,1.0554553,-0.3178885,-1.9231849,0.21669762,0.2942055,-0.77136254,-0.30273715,1.0753747,-1.3844261,1.2928979,-1.9029677,-0.1550884,-0.46339613,0.27215734,-0.49121535,0.8498851,0.57910377,0.88781404,1.1314301,-1.1267983,-0.14359054,0.89650464,1.0971423,0.58942133,1.1196442,1.7091069,0.00016944855,0
Jungfraujoch_m202004251300.jpg,0.16701789,-0.11485475,-0.78232574,0.7853625,-0.70683855,0.99089813,-0.26751864,-1.7344506,0.20253548,0.2182453,-0.61158377,-0.27696815,0.98149234,-1.197876,1.0989636,-1.6613796,-0.17814265,-0.463269,0.34929976,-0.47449678,0.8251443,0.3879178,0.8049314,0.9833628,-1.0387529,-0.09966834,0.7716815,0.97176105,0.4952294,0.98235923,1.5100248,0.0054673404,0
Jungfraujoch_m202004261300.jpg,-0.9800559,-0.93877774,0.77208424,1.4915495,1.6742364,0.5193734,0.34189475,2.5374944,-1.1568371,1.0642556,1.3750477,-0.3075865,0.40704414,1.93281,-0.08855133,0.9034766,-0.21486539,0.54373646,0.16349874,0.52761304,-0.25354835,-0.025768645,-0.19941774,-1.338653,0.28962404,0.14094038,-1.0230978,-1.1015592,-2.042947,-0.2569857,-0.48683098,1.7399846,0
Jungfraujoch_m202004271300.jpg,-2.1429749,0.8052932,7.291555,-1.3206248,-1.9032997,-0.52455306,-2.3986735,4.700015,-4.568397,-4.1498365,4.5386124,0.8369889,-1.8172804,7.9251785,-0.044988513,3.7504318,1.0870332,-0.5110118,2.8877993,0.72360206,5.4559894,-8.468067,-1.0545409,-3.7075772,-0.39464426,1.9041772,-4.2179008,-5.2706194,-5.78612,1.912901,-0.16021907,0.3194971,0
Jungfraujoch_m202004281300.jpg,-0.60212743,-0.03099529,1.4098132,0.4948669,-0.4459317,0.70485055,-0.23560618,0.5773121,-1.083168,-0.6943932,0.9723492,-0.76541597,0.47635204,1.3141803,0.24891067,0.2966239,-0.1299865,-1.0516933,0.5843571,-0.15016069,1.8831433,-1.2624329,-0.031527244,-0.6294682,-0.5008203,0.19024846,-0.33545905,-0.43255782,-1.3601446,1.1787457,1.03778,0.74360025,0
Jungfraujoch_m202004291300.jpg,0.08470059,-0.2571611,-0.67608726,0.83653814,-0.4346655,0.8321487,-0.23472214,-1.2100651,0.14477204,0.37611598,-0.34925964,-0.2293407,0.8340654,-0.85688865,0.810838,-1.317224,-0.18642864,-0.32532027,0.35435215,-0.43830186,0.51308167,0.45247647,0.6601028,0.7125567,-0.8230409,-0.19910571,0.61108154,0.8319204,0.32764286,0.6470655,1.1210932,0.16537099,0
