filenames,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,labels
Jungfraujoch_m202002081300.jpg,-1.2834802,-1.3754404,-0.33240193,2.14161,3.3182538,1.0911493,1.1463892,3.6508694,-1.4194627,2.4556682,2.1183984,-0.5540222,0.39937395,2.4239147,-0.21092525,0.2939027,0.6224115,1.8651295,-0.11985208,1.1936562,-1.8090997,0.69449586,0.22851305,-1.5810826,0.33761412,0.7579539,-1.1434045,-1.6311688,-3.1410427,-1.3402631,-0.74876976,3.087167,0
Jungfraujoch_m202002091300.jpg,-0.7200004,0.2631253,1.6025978,0.13486129,0.0220773,0.048368745,0.19440219,2.6752362,-1.8284925,-0.58348954,1.2867818,0.48214734,-1.1415752,2.474466,-0.32985038,1.8698212,0.40511975,-0.01748541,0.17687985,0.47874978,0.60433507,-2.348436,-1.5050901,-1.123285,0.7609411,0.57021993,-1.748821,-2.2785916,-2.4923072,-0.9299984,-0.73185754,1.1511611,0
Jungfraujoch_m202002101300.jpg,-0.04052881,-0.30087504,-0.4081267,0.8332689,-0.22413553,0.7961128,-0.11308217,-0.731555,-0.09703079,0.3540386,-0.12410559,-0.32513288,0.7620119,-0.5156476,0.6556662,-0.9295144,-0.21504304,-0.3348593,0.22814904,-0.26497886,0.5531671,0.24738754,0.41605264,0.45176318,-0.66213346,-0.10007988,0.3472971,0.48525274,-0.05500664,0.63515466,0.9300765,0.3909034,0
Jungfraujoch_m202002111300.jpg,0.14716358,-0.12278251,-0.95430917,0.88142675,-0.737684,1.0534643,-0.3275662,-1.8825071,0.21765652,0.29421636,-0.73568505,-0.28099796,1.0707881,-1.3462582,1.2465744,-1.8404967,-0.16095537,-0.45182696,0.29254502,-0.5024331,0.83906,0.5425139,0.8812847,1.1095331,-1.1217993,-0.14471854,0.8681234,1.0765165,0.55272454,1.092086,1.6704891,0.006574534,0
Jungfraujoch_m202002121300.jpg,-0.41122064,-0.67940515,-0.70751643,1.3282633,0.39855495,0.9305974,-0.07419575,-0.13470513,-0.1133184,1.0579683,0.11917035,-0.21774456,0.9223837,-0.21019715,0.7550101,-0.9540568,-0.35601336,-0.00013194978,0.20069976,-0.3360772,-0.17316353,0.7387207,0.5537925,0.37036407,-0.29477626,-0.4099684,0.34094703,0.5266284,-0.4211623,0.15486296,0.91209286,0.7669226,0
Jungfraujoch_m202002131300.jpg,-0.04707191,-0.3028621,-0.6256099,0.93050873,-0.30405566,0.82980436,-0.18210118,-0.9636071,0.028008632,0.39545658,-0.3085874,-0.3404707,0.85772187,-0.7389765,0.80879843,-1.2042245,-0.19631635,-0.33886686,0.23186362,-0.3764429,0.48655245,0.470373,0.5747686,0.61331946,-0.7456601,-0.1587716,0.5612591,0.6924076,0.11247666,0.7398304,1.0912381,0.30174482,0
Jungfraujoch_m202002141300.jpg,-0.6413957,0.27856353,1.1375127,0.12704039,-0.028322017,0.16241297,0.29725784,2.2961907,-1.5682416,-0.33179235,1.0301322,0.33074635,-0.973746,1.8940558,-0.32703733,1.6482154,0.23477218,-0.1945984,0.040560283,0.3862489,0.46563584,-1.9266697,-1.4282637,-0.87291306,0.7479602,0.2824768,-1.4632328,-1.7594732,-2.0262103,-0.9919988,-0.42715275,1.1684358,0
Jungfraujoch_m202002151300.jpg,-0.5948488,-0.029899728,0.82115686,0.33780065,0.53757703,0.37985379,0.6710175,2.4895833,-1.6423519,0.12484509,1.1382664,0.2041917,-0.85351974,1.9636503,-0.53401935,1.6323513,0.28992677,-0.09233185,-0.41508904,0.6774363,0.07514848,-1.3925027,-1.4976398,-0.886012,0.81897295,0.43148997,-1.4649632,-1.9724454,-2.2489595,-1.2496214,-0.43809313,1.6843711,0
Jungfraujoch_m202002161300.jpg,-1.3770789,-1.081886,0.9373146,2.2194345,2.3359957,0.38544548,0.3829466,3.7519417,-1.3873018,1.3687662,1.7974317,-0.16327858,0.27019754,2.697626,-0.041436926,1.1007574,-0.034247883,1.199818,0.48429993,0.59679776,-0.81245434,0.09503911,0.09143138,-1.9755822,0.4670428,0.29868942,-1.1773053,-1.4977474,-2.7723825,-0.4470582,-0.9537451,2.2357953,0
Jungfraujoch_m202002171300.jpg,-1.8274598,-1.5775087,-0.30827826,2.7906277,3.9873366,0.9519234,1.1434906,4.595205,-1.4925996,2.878814,2.2174597,-0.30407915,0.3214133,2.8238583,0.09099917,0.38967872,0.51755565,2.4985893,0.042551383,1.1353307,-2.7167022,1.2335963,0.69490325,-2.0174518,0.7251256,0.99567866,-1.2117056,-1.7844896,-3.6255844,-1.476518,-1.1085603,3.287513,0
Jungfraujoch_m202002181300.jpg,-0.55758035,0.21359825,0.8962746,0.19884446,0.07599254,0.22219332,0.29570162,2.258092,-1.7038287,-0.1839312,1.1174991,0.6581671,-1.0930473,1.9242458,-0.2711344,1.5640135,0.27299684,0.022593796,-0.054691933,0.40208286,0.3784842,-1.9309193,-1.5028713,-0.75231254,0.7492557,0.2835973,-1.5788136,-1.9511344,-2.1880946,-1.229024,-0.5035983,1.3419288,0
Jungfraujoch_m202002191300.jpg,0.011531346,-0.24231558,-0.88816494,0.90515894,-0.4749356,0.9668919,-0.23172915,-1.3408251,0.119972475,0.41308403,-0.5914702,-0.34304547,0.96074665,-1.0323265,1.0045303,-1.5430185,-0.12675782,-0.35538942,0.15263243,-0.37016526,0.56563103,0.5958785,0.7277652,0.88308024,-0.9104623,-0.13525672,0.7422143,0.8378622,0.34955776,0.87078536,1.4672378,0.20619772,0
Jungfraujoch_m202002201300.jpg,-0.49381772,-0.40658525,-0.7555559,0.72098964,1.2182846,0.65478355,1.1116819,2.3174932,-1.3657,1.1040193,0.79354876,0.5053411,-0.88631797,1.3592052,-0.39317507,0.7874159,0.39451596,0.57090515,-0.8467979,0.7672849,-1.1419411,-0.33937517,-1.3308227,-0.37573722,0.9772476,0.26360264,-1.0288572,-1.760334,-1.9834107,-2.2136595,-0.4747496,2.208068,0
Jungfraujoch_m202002211300.jpg,-0.6648444,-0.08582282,0.27333814,0.5500446,0.6999728,0.25437903,0.6341115,2.5172281,-1.5676286,0.28568184,1.0464461,0.7493503,-1.0888954,1.9715393,-0.26496145,1.3249278,0.3983868,0.4079854,-0.21235563,0.63783514,-0.3122248,-1.3291085,-1.2400651,-0.9009737,0.919603,0.28702438,-1.3671145,-2.0760384,-2.1996055,-1.5197432,-0.63728976,1.6339012,0
Jungfraujoch_m202002221300.jpg,-0.7762897,0.49128127,1.7394743,-0.13800006,-0.46667024,0.019214066,0.022223745,2.4865901,-1.787668,-0.91440314,1.1588913,0.49628797,-1.2992471,2.393222,-0.24481438,1.86569,0.3288721,-0.25075272,0.45267463,0.26350793,1.0121744,-2.7177832,-1.5863135,-1.0650818,0.7283877,0.30224323,-1.7220923,-2.0583117,-2.223281,-0.8084783,-0.4425576,0.834225,0
Jungfraujoch_m202002231300.jpg,0.010867819,-0.34160617,-0.8229108,0.88212514,-0.27591676,0.9692956,-0.123116836,-1.0127254,0.06296527,0.472415,-0.37712175,-0.41541684,0.87871814,-0.78106123,0.7313092,-1.3210504,-0.117495485,-0.33044308,0.17957866,-0.33676064,0.5023083,0.5346445,0.57298875,0.7213648,-0.8457987,-0.2231576,0.66304374,0.74075925,0.21317175,0.63077295,1.3135784,0.40512747,0
Jungfraujoch_m202002241300.jpg,-0.6661136,0.20226282,1.1358573,0.19342248,0.15054789,0.17067695,0.3672252,2.5159078,-1.7634566,-0.30927193,1.1839072,0.48799488,-1.1137838,2.1764123,-0.3374675,1.6792575,0.36677137,-0.00095008314,-0.04082722,0.5341078,0.40396616,-1.9993172,-1.5345229,-1.0028367,0.7645908,0.4621749,-1.6572337,-2.1412737,-2.292905,-1.123881,-0.6396231,1.3419994,0
Jungfraujoch_m202002251300.jpg,-0.022329703,-0.26083803,-0.69862884,0.87013876,-0.4435929,0.8926139,-0.23423107,-1.1836994,0.062357858,0.35963285,-0.38187802,-0.36190543,0.86200064,-0.8774186,0.90212303,-1.398033,-0.17339021,-0.32896847,0.32932013,-0.42722094,0.5693118,0.48352152,0.7021507,0.7153069,-0.8737066,-0.11227779,0.63821584,0.8321848,0.24947008,0.8221323,1.2488728,0.20375352,0
Jungfraujoch_m202002261300.jpg,0.07649055,-0.14367689,-1.0362462,0.8803259,-0.6945354,1.0365735,-0.30050763,-1.8595375,0.2178241,0.34353358,-0.773555,-0.3110716,1.0601057,-1.3641104,1.291804,-1.9107432,-0.15803215,-0.42079473,0.24079022,-0.4655945,0.781043,0.6395823,0.8720031,1.1202501,-1.0774201,-0.16614483,0.88856035,1.0852525,0.5963101,1.0792342,1.6956974,0.015668098,0
Jungfraujoch_m202002271300.jpg,0.09315139,-0.17399764,-1.0434682,0.93258095,-0.664703,1.111521,-0.32170904,-1.9089671,0.24382752,0.42180333,-0.7094591,-0.24947077,1.0867543,-1.3936417,1.3090615,-1.922353,-0.21789163,-0.39576003,0.29786205,-0.54297125,0.7251463,0.6649642,0.9393648,1.1486714,-1.0702742,-0.17984363,0.8652139,1.138043,0.5504298,1.0473891,1.7124958,0.013951585,0
Jungfraujoch_m202002281300.jpg,-2.2740083,0.80944943,7.0895667,-1.178972,-1.9513146,-0.57804894,-2.4532397,4.724844,-4.4518166,-4.1664276,4.333345,0.8758122,-1.7724559,7.7900147,0.07446324,3.8072023,0.91597366,-0.6775712,2.8932352,0.6609306,5.410505,-8.282005,-0.86862,-3.8290796,-0.31798935,1.6524738,-3.982685,-5.101671,-5.5405774,2.0929043,0.0730538,0.26454026,0
